YEAR,UPC,DOLLARS,UNITS
2012,88-01-99998-85833,4519.16,4475
2012,07-01-20495-90806,4515.29,3673
2012,00-01-73416-03533,4496.52,1472
2011,00-01-28400-08765,4495.8,9187
2011,00-01-84114-10813,4490.81,1379
2011,00-03-41780-00303,4487.48,3229
2012,08-01-99711-00236,4485.72,1582
2011,00-01-84114-10985,4481.91,1421
2012,00-01-82666-72206,4478.02,1498
2012,00-01-37000-26740,4474.64,2681
2011,00-01-72600-00945,4472.13,637
2011,00-01-41262-28215,4469.07,4551
2012,00-04-41780-00197,4459.52,598
2011,00-01-72600-00169,4454.51,2247
2012,00-02-72600-00332,4450.03,1986
2011,00-01-72600-01610,4447.02,1816
2011,00-01-28400-09085,4446.34,16686
2012,08-01-91056-00044,4445.36,264
2011,08-01-43571-00233,4438.87,1267
2011,00-01-13562-30055,4408.03,1082
2012,08-01-90444-00084,4404.7,1887
2012,00-02-77817-12620,4403.43,1689
2011,00-01-82666-71100,4402.33,3292
2012,07-01-57645-00840,4398.97,1623
2012,00-02-77544-82600,4395.37,4557
2012,88-01-99998-83643,4393.16,4264
2012,08-01-91803-00116,4383.71,1631
2011,00-03-72600-00100,4381.66,634
2012,08-01-50668-00086,4379.3,1576
2011,06-01-78523-04016,4379.09,1111
2011,00-01-77975-08833,4375.400000000001,1334
2011,00-02-28400-08756,4368.07,9049
2011,00-01-73416-03533,4367.92,1453
2011,07-01-12276-20020,4358.27,4404
2011,07-01-57645-00200,4354.68,1450
2011,08-01-43571-00235,4350.42,1312
2011,07-01-57645-00850,4342.33,1694
2011,00-01-41780-00376,4340.14,2426
2011,08-01-91056-00044,4337.44,256
2011,07-01-32626-10010,4330.97,2164
2012,00-02-41780-00228,4321.93,1655
2012,00-03-41780-00179,4317.04,1693
2011,00-04-41262-27042,4312.47,4062
2011,00-02-28400-08179,4306.68,1236
2012,08-01-43571-00233,4301.14,1227
2012,88-01-99998-84463,4289.17,1873
2012,07-01-20495-99010,4280.35,4020
2011,07-01-90429-22963,4276.51,2149
2012,08-01-93594-00207,4275.65,5542
2011,07-01-81138-73008,4271.22,1511
2012,07-01-81138-73308,4268.17,1542
2012,88-01-99998-85309,4256.62,2378
2012,00-02-84114-03240,4254.65,925
2012,00-01-41780-01258,4250.36,1425
2012,00-02-64144-10730,4249.66,3664
2012,00-01-48564-00123,4244.15,3395
2011,88-04-99998-10612,4242.21,2203
2011,00-01-41780-00158,4230.91,1700
2012,06-01-47671-00020,4229.4,1060
2011,00-01-77948-00900,4228.86,2196
2011,00-01-15839-00828,4228.4,1342
2012,00-03-41262-28213,4226.94,4313
2012,00-01-28400-00646,4223.54,1957
2011,88-04-99998-09586,4202.96,2052
2011,01-01-82741-00078,4201.47,1053
2012,88-01-99998-85952,4191.44,2844
2011,00-01-41780-01268,4182.62,1517
2011,06-01-47671-00030,4182.17,983
2012,08-01-50668-00084,4177.5199999999995,1494
2012,00-02-28400-08756,4172.03,8448
2012,00-01-28400-02070,4166.17,1344
2012,00-01-23637-42708,4165.87,1439
2012,00-01-70415-10161,4163.89,3488
2011,00-01-28400-04459,4162.75,1151
2011,00-01-16000-19639,4160.9,4250
2011,00-02-15665-77046,4156.24,641
2011,00-02-77028-10588,4147.64,636
2011,00-01-28400-04445,4147.13,1140
2011,00-03-77817-15660,4136.99,1483
2012,00-01-72600-00327,4135.78,1668
2012,07-01-54918-08202,4119.93,1469
2012,00-01-28400-07897,4118.74,3787
2012,07-01-57645-00200,4114.73,1381
2011,00-01-72600-01393,4112.4,1577
2012,00-06-28400-00953,4104.22,3315
2011,00-05-28400-01063,4097.33,1383
2011,00-03-15839-00561,4096.97,1317
2011,00-02-28400-00481,4087.82,3752
2011,00-04-46555-00020,4081.77,1463
2012,08-01-91803-00191,4081.28,1827
2012,88-01-99998-84852,4080.02,1635
2012,00-01-72600-00969,4066.95,1349
2012,00-05-72600-00539,4062.84,1624
2012,00-01-28400-01334,4061.82,1018
2012,00-01-41780-00158,4054.37,1534
2011,00-01-82666-70030,4052.91,1525
2011,06-01-35992-06100,4051.87,1649
2011,00-09-28400-00308,4050.9,436
2012,00-01-13562-30055,4028.63,880
2012,00-06-28400-01228,4017.83,3213
2011,00-01-28400-02692,4002.67,3953
2011,01-01-82741-00077,4001.9700000000003,1003
2011,00-01-28400-01423,3998.58,15105
2012,00-01-72600-01610,3995.07,1431
2012,08-01-55296-00301,3987.92,1646
2012,00-05-78516-00023,3979.8900000000003,2470
2012,88-01-99998-84619,3979.0,1992
2011,00-01-72600-00192,3970.94,4006
2011,00-01-41780-01125,3969.98,3941
2011,00-02-77544-82600,3968.5,4181
2012,00-02-41780-00382,3967.77,3974
2012,08-01-92773-00069,3967.27,1231
2012,00-04-41780-00258,3958.99,1438
2011,88-04-99998-10950,3955.98,2310
2012,08-01-29515-30750,3955.7400000000002,1504
2012,00-01-26200-47160,3955.05,3995
2011,00-01-41570-05749,3953.14,1467
2012,00-01-41780-00202,3951.59,1283
2011,00-01-36593-06001,3943.4,1610
2011,00-01-90939-02125,3943.37,3353
2012,00-02-72600-00891,3942.13,1250
2011,08-01-99711-00205,3930.97,1562
2011,00-01-72670-02065,3930.39,4172
2012,00-02-28400-00808,3925.11,1693
2011,07-02-57645-00300,3923.41,1368
2011,08-01-92773-00060,3916.15,1377
2012,00-02-41780-00119,3915.48,1434
2012,00-01-41570-05752,3914.9300000000003,1485
2012,00-01-72600-08105,3907.1,1377
2011,00-02-52235-91707,3892.2999999999997,1120
2011,00-01-77975-08071,3888.8599999999997,1570
2011,00-01-15665-60412,3888.53,1406
2012,08-01-56435-00163,3883.36,969
2012,00-04-78516-00033,3877.6400000000003,2361
2012,00-01-23637-42713,3875.63,1348
2012,00-01-28400-07869,3874.67,3555
2012,00-05-72600-00095,3874.2,3742
2011,00-01-41262-28422,3856.56,3915
2011,07-01-28229-01292,3853.67,833
2011,00-01-70740-54120,3847.15,1503
2012,00-01-28400-00951,3841.65,3160
2012,88-01-99998-85017,3837.69,962
2011,88-04-99998-11593,3813.54,2699
2012,08-01-54137-00062,3807.77,923
2012,07-01-44999-00000,3800.83,317
2012,00-01-77975-08588,3796.36,1360
2012,08-01-54137-70724,3792.17,783
2012,88-01-99998-86114,3791.06,2587
2011,00-01-27393-00972,3788.3,2526
2012,00-02-46555-00029,3782.13,1367
2012,88-01-99998-84677,3780.85,1177
2012,00-03-41780-01105,3774.67,1978
2012,08-01-99711-00205,3759.6,1362
2012,07-01-81138-73007,3758.64,1368
2011,00-04-41262-27369,3746.79,3654
2011,01-01-80999-00004,3743.07,1285
2011,00-02-27393-00910,3739.1400000000003,1350
2011,00-01-77817-12430,3739.09,1439
2012,00-01-28400-08773,3730.93,7568
2011,00-01-28400-04743,3730.85,1872
2012,08-01-91803-00172,3730.76,1425
2012,00-02-41262-28213,3722.54,3784
2011,00-01-28400-08302,3721.44,756
2011,00-05-72600-00539,3718.91,1779
2012,00-01-16000-16554,3715.0,3714
2011,00-01-84114-11876,3713.87,1176
2012,00-01-45764-84665,3706.77,573
2012,08-01-92773-00013,3706.46,1040
2011,00-02-28400-08060,3703.56,1447
2012,08-01-43571-00235,3689.59,1025
2012,00-02-72600-00236,3687.43,1427
2011,00-01-41262-28170,3682.4,1719
2012,08-01-93594-00206,3678.6,4757
2012,00-06-41780-00374,3677.85,3717
2012,00-05-28400-00469,3677.29,2937
2012,00-03-77975-02587,3676.21,3699
2012,00-01-23637-42712,3674.96,1272
2011,00-01-27393-00971,3672.99,1379
2011,00-01-77079-00740,3670.92,3708
2011,00-01-23637-42708,3670.21,1405
2012,08-01-91803-00144,3665.9900000000002,1633
2012,08-01-52834-00201,3665.67,963
2011,00-01-41278-17703,3654.73,1560
2012,88-01-99998-84611,3654.31,1842
2012,00-02-72600-00192,3645.66,3686
2012,06-02-47671-00030,3642.53,929
2011,00-01-28400-07904,3636.3,3610
2011,00-02-72600-00891,3630.14,1203
2012,07-01-55355-10303,3629.94,1404
2012,88-01-99998-84706,3626.83,2036
2011,00-01-36593-30005,3624.6,1246
2012,00-01-41780-01278,3624.11,1228
2011,00-03-72600-00920,3623.48,1091
2011,00-01-70415-10161,3616.06,2942
2012,00-06-72600-00659,3615.21,3391
2012,00-04-41780-00303,3610.98,2354
2011,00-03-70271-00539,3600.72,583
2011,00-01-20685-28401,3599.25,725
2012,00-02-77028-10588,3595.41,559
2012,00-01-79927-11021,3593.82,1258
2011,00-01-77975-08807,3592.84,740
2012,00-01-41780-00376,3588.95,2005
2012,00-02-41780-01437,3588.31,1512
2011,00-04-72600-00095,3585.12,3488
2012,88-01-99998-85047,3580.0099999999998,1807
2012,08-01-50668-00087,3579.2,1334
2012,00-02-72600-00961,3569.17,1018
2011,00-01-28400-08306,3568.42,758
2012,07-01-57645-00850,3562.93,1402
2011,00-03-41780-00139,3550.9500000000003,1236
2011,00-01-23637-42712,3549.49,1349
2012,88-01-99998-85118,3547.85,2745
2012,00-01-82666-70030,3547.26,1393
2012,00-01-41262-28322,3545.0099999999998,1752
2012,07-01-24923-10300,3543.9100000000003,849
2011,00-01-77975-08695,3539.26,979
2012,00-01-16000-13680,3529.35,925
2012,00-01-21908-81246,3525.94,1348
2011,00-01-72600-00969,3518.08,1173
2012,00-01-28400-07904,3513.07,3223
2011,00-01-28400-08773,3512.85,7321
2011,00-03-41780-00394,3511.78,3453
2012,00-01-72600-03302,3507.04,1098
2011,00-02-28400-09089,3506.73,13252
2011,07-01-28229-01435,3500.55,770
2012,00-01-23637-42710,3493.65,1213
2012,00-01-41780-01129,3491.65,978
2012,00-01-24335-30420,3486.62,1196
2011,00-01-37000-26742,3481.24,1974
2012,00-01-28400-08072,3479.96,3194
2012,08-01-91672-00003,3478.54,1759
2012,00-01-23637-42707,3472.1,1206
2012,08-01-14226-01040,3468.51,1476
2012,08-01-91552-00203,3465.34,1020
2012,07-01-28229-01406,3464.5,963
2011,88-01-99998-85016,3464.09,2132
2011,00-01-27393-00960,3454.36,2305
2011,00-01-16000-28051,3449.54,1445
2011,88-04-99998-09492,3446.68,1732
2012,00-01-16000-43781,3446.46,1315
2011,07-01-81138-71311,3435.36,1297
2011,00-04-77975-02231,3427.4,3460
2012,08-01-43571-00236,3425.56,944
2012,00-01-72670-02064,3422.56,3695
2012,88-01-99998-86224,3420.4900000000002,1869
2012,00-01-72170-04251,3414.07,783
2011,00-01-41780-01337,3411.09,1022
2011,08-01-50668-00083,3408.14,1412
2011,88-04-99998-10183,3406.4,2253
2011,00-02-72600-00236,3391.34,1616
2011,00-01-72600-00300,3391.29,3255
2011,00-01-28400-08312,3389.0699999999997,818
2012,00-01-28400-03363,3384.14,1286
2011,06-02-42281-05105,3382.63,3078
2011,00-01-16000-28791,3380.68,1242
2012,07-02-28229-13456,3371.2400000000002,2205
2011,07-01-55355-00615,3368.19,941
2011,00-02-84114-03238,3367.5,750
2012,07-01-24923-50200,3362.94,306
2012,00-01-93213-10101,3359.11,1069
2012,00-01-77079-00811,3356.95,3403
2012,88-01-99998-86257,3352.62,2081
2012,00-02-41780-00276,3334.52,2321
2012,07-01-55355-00830,3332.69,1124
2012,00-01-41780-00264,3330.77,1069
2011,00-03-77975-02587,3330.36,3364
2012,07-01-32494-00052,3327.69,1103
2012,00-01-28400-00647,3326.35,1216
2011,00-01-72600-01412,3324.4,510
2012,88-01-99998-84623,3313.1,1642
2012,00-01-77817-12798,3308.26,966
2011,08-01-50668-00086,3298.88,1365
2012,06-01-35992-06100,3297.31,1209
2011,08-01-91803-00144,3296.38,1508
2012,00-02-28400-00978,3295.6,2622
2012,00-01-77544-82900,3282.13,3364
2012,00-02-52235-91707,3276.91,939
2011,07-01-24923-45300,3276.79,711
2011,00-01-20685-00020,3269.96,1127
2012,00-03-28400-08447,3267.7000000000003,1074
2012,00-03-72600-00920,3255.2,1059
2012,00-01-41780-02288,3254.31,1433
2012,08-01-55296-00302,3243.27,1288
2012,07-01-55355-10300,3243.07,1183
2012,00-04-28400-00863,3240.94,2727
2012,00-01-44000-02319,3237.93,1235
2011,01-01-80999-00010,3235.79,1173
2012,06-02-47671-00020,3230.09,826
2011,00-01-72600-01151,3219.52,995
2012,00-04-28400-00799,3215.28,1188
2012,00-03-77817-15660,3211.7400000000002,1065
2012,00-01-28400-04747,3207.15,1607
2012,88-01-99998-85317,3204.83,1669
2011,07-01-81138-71508,3198.0099999999998,1124
2011,00-01-41780-00276,3196.48,2096
2011,00-01-27393-00970,3196.19,2137
2012,08-01-16512-01034,3196.13,555
2011,07-02-54918-08164,3191.6,876
2012,00-01-41780-01427,3191.55,1328
2012,00-02-72600-00162,3186.45,3172
2011,00-01-77975-08070,3186.0099999999998,1305
2011,00-01-23637-42710,3184.21,1220
2011,00-01-77544-82900,3177.18,3368
2011,00-02-77975-02387,3168.28,1138
2011,00-01-77079-00810,3162.86,3195
2011,00-01-37000-23037,3153.6,2056
2012,00-01-72170-04201,3147.37,723
2012,00-01-82666-72200,3145.97,2523
2012,07-02-57645-00300,3136.28,1074
2011,08-01-54137-88888,3133.65,635
2012,00-01-41780-03169,3131.64,1403
2012,00-03-41262-27050,3125.27,2740
2012,00-02-70415-10163,3124.67,2613
2011,00-01-84114-11877,3121.65,1011
2011,00-03-24335-01412,3121.11,1099
2011,00-01-28400-08344,3119.33,1080
2011,00-01-93213-10101,3115.69,1086
2012,00-01-41780-05302,3105.5,1548
2012,00-01-83791-52004,3104.15,3135
2012,08-01-50668-00085,3101.6,1085
2012,00-02-77817-10730,3100.5,3116
2012,00-03-41262-28215,3098.48,3144
2012,00-01-79927-08011,3093.38,722
2012,00-01-28400-09085,3093.13,9361
2012,00-01-77544-18155,3086.87,2256
2011,00-01-41780-02278,3082.56,1244
2011,00-02-77817-16090,3081.77,9242
2012,00-03-70415-10151,3077.3,2566
2011,08-01-56435-00118,3071.19,947
2011,00-01-73731-08305,3065.4,805
2012,88-01-99998-85292,3063.07,1578
2011,00-01-28400-01587,3057.49,1536
2012,08-01-52834-00202,3055.73,941
2011,00-01-72600-00344,3045.37,1220
2012,00-03-70271-00539,3044.09,439
2012,08-01-43571-00222,3040.73,862
2011,00-01-41262-28452,3039.03,1348
2011,88-04-99998-10666,3037.71,2453
2012,06-01-35992-06110,3035.22,1201
2011,00-01-20685-00021,3028.87,1026
2012,00-01-37000-23035,3028.17,1778
2011,08-01-91803-00173,3026.6,1261
2011,00-01-23637-42707,3026.27,1158
2012,00-01-84114-12375,3023.51,1211
2012,00-01-72170-04102,3021.02,1041
2012,01-01-80999-00010,3021.0,989
2011,00-02-12400-00632,3018.85,1165
2012,00-01-16000-28162,3017.83,1100
2011,00-01-82666-78800,3009.08,2209
2012,00-01-77544-04829,3008.92,811
2011,00-01-27393-00951,3008.69,1172
2011,00-01-16000-16507,3008.66,933
2011,00-01-72600-00162,3008.06,2976
2012,06-01-13008-71490,3007.55,2158
2012,08-01-16512-01004,3001.2999999999997,522
2011,00-01-77817-12798,3000.42,991
2012,00-02-28400-07372,2996.46,778
2011,88-04-99998-10529,2996.23,2114
2011,00-01-16000-12609,2993.12,3043
2012,06-01-13008-71556,2992.67,2136
2012,00-02-28400-07893,2990.57,2748
2012,88-01-99998-84622,2985.62,1194
2011,88-04-99998-10660,2984.63,2121
2012,08-01-93594-00205,2981.51,3938
2011,00-01-77975-08733,2978.09,1051
2011,00-01-28400-07897,2977.05,2945
2012,00-01-28400-02824,2973.41,2485
2012,01-01-82741-00077,2967.77,946
2011,00-01-41780-03169,2967.64,1223
2012,08-01-98403-00201,2965.79,868
2012,00-01-82666-70061,2961.84,1238
2011,00-01-72600-01281,2957.36,904
2011,08-02-54088-00103,2957.19,1316
2011,00-01-41780-00001,2948.78,8798
2012,88-01-99998-86072,2946.85,1743
2012,00-01-83791-55014,2946.43,1430
2011,00-02-70415-10163,2945.88,2372
2011,00-01-28400-04449,2943.57,800
2011,00-01-28400-04003,2941.65,11116
2012,00-01-27393-00951,2939.58,1047
2011,00-01-30000-16086,2938.36,2328
2012,00-01-41780-00156,2937.32,1178
2011,00-04-28400-02153,2930.13,11088
2011,00-02-77975-08822,2928.41,923
2011,07-01-55355-10101,2924.78,1017
2012,07-01-81138-73608,2923.5099999999998,1062
2011,08-01-52834-00200,2922.02,791
2011,88-04-99998-11122,2921.58,1510
2011,00-01-28400-08764,2911.26,6004
2012,06-01-09132-28764,2905.0,2905
2011,00-03-70415-10151,2904.96,2331
2012,08-01-91803-00181,2897.4900000000002,1273
2012,00-01-21908-81263,2896.21,1134
2011,00-01-24335-30420,2895.66,969
2011,00-01-15839-00950,2893.97,1079
2012,00-01-41780-03160,2890.61,1402
2011,00-01-20685-00024,2884.55,980
2012,06-01-60629-10011,2883.4,610
2012,00-05-41262-27365,2878.2200000000003,2195
2012,00-03-46555-00019,2877.84,1016
2012,00-01-84114-00999,2875.42,1083
2011,00-01-77975-08175,2871.23,851
2012,08-01-93594-00204,2870.43,3714
2011,00-01-72600-00837,2866.86,963
2011,00-03-41780-00055,2866.4900000000002,2900
2011,00-02-28400-09151,2863.99,10875
2011,08-01-56435-00115,2852.87,888
2011,00-01-30000-16085,2852.33,2197
2012,00-02-30000-31039,2852.32,1720
2011,00-01-73731-08104,2846.54,745
2012,00-01-77817-12430,2843.9500000000003,1143
2011,00-02-72600-00168,2841.81,1428
2011,00-04-41780-00305,2838.96,2442
2011,00-01-77544-04829,2838.01,934
2012,00-01-77544-04826,2836.92,770
2012,88-01-99998-83897,2836.82,1592
2011,88-04-99998-10326,2835.75,1027
2012,00-02-20685-08477,2828.15,1235
2011,00-02-72600-00643,2825.11,870
2011,00-01-27393-00967,2815.9,999
2012,00-01-27000-52322,2815.7400000000002,1061
2011,00-04-41262-28630,2807.57,2604
2011,88-04-99998-11198,2803.81,1603
2011,00-01-28400-02820,2799.7200000000003,2745
2012,00-01-72600-00300,2794.04,2748
2012,00-01-41780-01084,2791.78,1222
2012,00-01-77817-14440,2784.35,2779
2012,88-01-99998-83652,2778.5,970
2011,07-01-28229-67894,2774.38,788
2011,00-01-20685-07955,2772.7400000000002,960
2012,00-03-77817-15380,2771.9500000000003,862
2011,00-01-72600-01454,2765.07,2795
2011,00-01-84114-11879,2761.9700000000003,884
2011,00-01-28400-04456,2760.4700000000003,764
2011,00-01-36593-30003,2755.59,948
2012,00-01-90939-31710,2753.79,921
2011,88-04-99998-10606,2750.57,2111
2011,00-01-16000-42199,2750.24,1096
2012,00-01-83791-52009,2750.2200000000003,2778
2011,00-01-72600-00310,2750.22,1117
2011,08-01-50668-00087,2744.31,1217
2012,88-01-99998-86312,2737.15,1809
2011,00-03-15839-00843,2735.04,870
2012,00-02-72600-00728,2733.14,1154
2012,00-02-41262-28418,2728.79,2765
2012,00-01-77817-10610,2726.8,2708
2012,07-01-55355-10101,2722.08,885
2012,07-01-32494-00060,2720.43,913
2011,00-01-77544-18155,2713.99,1948
2011,07-03-58259-00118,2706.21,6939
2012,88-01-99998-84616,2703.94,1341
2012,08-01-29739-00053,2699.5,450
2012,00-01-28400-09434,2695.52,738
2012,88-01-99998-84608,2691.82,1099
2012,00-01-72600-01151,2691.55,811
2011,00-01-28400-07803,2691.19,811
2011,00-03-77817-15380,2686.46,869
2012,07-01-24923-10700,2686.4300000000003,657
2011,00-04-41262-27337,2685.72,2716
2011,00-01-70271-00627,2683.88,460
2012,01-01-82741-00078,2675.21,848
2011,08-01-92773-00069,2672.14,993
2011,00-03-41262-28440,2672.01,2605
2012,07-01-57645-00880,2670.9,1066
2012,00-01-83791-55002,2668.42,1369
2011,00-01-41780-02309,2667.39,1369
2011,00-01-84114-03333,2663.34,2068
2012,00-02-41262-28215,2660.82,2721
2012,07-01-28229-01435,2657.13,649
2011,00-03-41780-00003,2656.03,3586
2012,00-01-41262-28418,2655.62,2708
2012,08-01-55564-00300,2652.82,857
2011,07-01-55355-10102,2647.58,988
2012,00-01-27393-00971,2645.92,938
2011,00-01-28400-04011,2644.74,9956
2011,00-01-41780-00309,2644.58,422
2011,00-01-73731-08203,2640.63,696
2012,00-01-73731-08305,2637.9,670
2012,00-01-53852-00440,2633.18,970
2011,00-01-41780-01355,2630.54,1409
2011,00-02-28400-09751,2628.11,2639
2011,00-02-28400-04006,2623.02,9702
2012,88-01-99998-85099,2620.72,1471
2011,07-01-81138-71511,2617.85,921
2011,08-02-54088-00102,2611.98,1116
2011,00-02-41262-28214,2600.67,2638
2011,00-01-28400-04457,2600.3900000000003,708
2011,00-01-77079-00736,2598.86,2628
2012,00-01-83791-55015,2598.07,1279
2012,88-01-99998-84763,2590.13,1377
2011,00-01-41570-05754,2588.06,968
2011,00-05-73497-16345,2585.87,2140
2012,00-04-41780-00305,2576.73,1822
2011,07-01-32626-10011,2575.44,1305
2011,00-01-77975-02380,2575.29,922
2011,07-01-28229-01364,2572.75,652
2012,00-01-28400-11895,2567.14,832
2011,00-01-77817-23598,2565.01,962
2012,00-01-72600-01281,2564.87,789
2011,00-01-41780-02353,2557.45,1112
2012,00-01-90997-66050,2554.26,1379
2012,00-02-41780-00146,2551.84,909
2011,00-01-48564-00120,2551.1,2190
2011,07-02-28229-13456,2550.91,2069
2012,08-01-97580-00054,2550.34,616
2011,00-01-37000-23035,2540.47,1526
2012,00-01-77544-04827,2539.33,722
2012,08-01-50668-00040,2538.96,1976
2011,00-01-41780-00224,2538.14,847
2012,88-01-99998-85935,2528.99,1578
2012,08-01-92773-00010,2528.07,742
2011,00-02-28400-07187,2526.95,661
2011,00-03-84114-03300,2525.88,2090
2012,00-05-73497-16345,2523.17,1795
2012,00-01-72600-10297,2516.85,2543
2011,00-01-72600-00923,2515.69,331
2011,88-04-99998-11172,2515.33,1266
2012,00-02-28400-09752,2503.82,2308
2012,00-01-77544-00030,2502.46,484
2012,00-03-41262-27175,2497.44,2537
2011,00-01-27393-00955,2486.94,1655
2011,00-01-70271-00355,2485.45,408
2011,00-03-41262-27415,2479.45,2391
2012,00-01-16000-43782,2466.38,931
2011,06-01-35992-06110,2464.3,1112
2011,00-02-72600-00555,2463.03,1203
2012,08-01-90444-00087,2461.69,1114
2011,88-04-99998-10491,2460.84,1234
2011,00-01-72600-01605,2460.04,1186
2012,00-01-41780-02137,2458.0,1229
2012,00-01-77079-00813,2456.59,2485
2012,00-01-82666-32001,2453.95,1133
2011,07-01-20495-90152,2453.89,2264
2011,88-04-99998-10148,2450.41,1069
2012,00-02-72600-00555,2449.14,1011
2012,00-01-74323-02753,2448.64,1913
2011,88-01-99998-86226,2447.88,812
2012,00-01-84114-12360,2445.87,613
2012,00-03-77817-13030,2445.49,903
2012,00-03-41780-00055,2442.45,2472
2012,00-01-41780-02167,2439.8,1220
2011,00-01-28400-03864,2424.42,1001
2012,08-01-56435-00139,2423.6,860
2012,00-01-70271-00355,2423.5,350
2012,07-01-55355-10301,2421.75,908
2012,00-02-72600-00396,2421.45,883
2012,00-08-28400-00963,2420.46,1977
2011,00-01-28400-01361,2413.28,1210
2012,00-01-41262-28120,2410.44,2467
2012,00-03-41262-28422,2408.29,2439
2012,07-01-28229-91450,2408.23,697
2012,88-01-99998-83684,2406.76,1100
2011,00-01-77975-08664,2404.25,420
2011,00-02-28400-07185,2404.23,607
2012,00-01-28558-60702,2402.31,807
2012,00-01-28400-01186,2400.9700000000003,803
2011,00-04-77975-02264,2400.01,852
2012,00-01-41780-02310,2399.53,1200
2011,00-01-28400-02317,2396.94,792
2012,00-01-30047-30001,2390.03,6128
2011,00-01-41262-28183,2386.43,1230
2012,08-01-54615-00206,2385.34,326
2012,00-01-23637-42711,2378.55,816
2012,00-01-21908-81224,2373.48,422
2011,00-01-77975-08670,2372.29,781
2011,00-02-15665-80020,2371.89,1000
2011,00-01-84114-03260,2368.88,1927
2011,00-02-41780-00165,2368.72,2376
2011,00-01-75119-14720,2367.63,1057
2011,07-01-20495-90141,2358.44,2158
2012,00-01-82666-70090,2357.48,933
2011,00-01-41780-00156,2356.34,875
2011,00-03-72600-00597,2356.13,1011
2011,06-01-60629-10011,2352.9900000000002,501
